OTU	Jan_B08_0001	Jan_B08_0020	Jan_B08_0500	Jan_B08_1000	Jan_B16_0001	Jan_B16_0020	Jan_B16_0500	Jan_B16_1000	Mar_M02_0001	Mar_M02_0320	Mar_M02_1000	Mar_M03_0001	Mar_M03_0020	Mar_M04_0001	Mar_M04_0020	Mar_M05_0020	Mar_M05_0120	Mar_M06_0020	Aug_P05_0001	Aug_P05_0020	Aug_P05_0213	Aug_P06_0001	Aug_P06_0024	Aug_P06_0500	Aug_P06_1000	Aug_P07_0001	Aug_P07_0025	Aug_P07_0500	Aug_P07_1000	May_P01_0001	May_P01_0020	May_P01_0417	May_P03_0001	May_P03_0015	May_P03_0447	May_P04_0001	May_P04_0015	May_P04_0500	May_P04_1000	Nov_N02_0020	Nov_N03_0020	Nov_N03_0300	Nov_N04_0020	Nov_N04_1000
ASV_14_DG-II-Clade-14	5.0238900590533015	-0.8487320876930085	3.497680710983934	-0.9904658835848537	-0.6893247144837726	-0.6172653014098604	-0.7022259073929646	-0.48029100110001544	-0.7530699229463753	-0.7715634475565398	-0.7421674201618522	-0.6613683359999492	-0.746523490138113	-0.6311726177392298	-0.4889634582744602	-0.713879995338381	-0.6604408341161889	5.034745681365965	8.466610039671124	8.722690619558332	6.3078371565156175	6.485335202371649	7.332758880203867	6.043383078194033	6.194139972590823	6.687335918410745	8.787961531300095	5.465960438013581	6.456375644530932	7.4489366689056125	8.370591031552799	8.143582695352356	6.971886373455006	6.333955216358376	8.43276876538211	6.165658359943233	6.7477305571153	6.61942612085388	5.05827718253776	5.984307456629818	5.517814657079912	5.15597485713795	5.2498271286824005	4.437184945435178
ASV_13_DG-I-Clade-5	4.788243408681884	4.68736192801715	5.082195311439839	-0.9904658835848537	5.923103700332069	6.127436745171986	-0.7022259073929646	-0.48029100110001544	4.035564502799139	-0.7715634475565398	-0.7421674201618522	-0.6613683359999492	4.957394206691884	-0.6311726177392298	-0.4889634582744602	5.095003729844097	-0.6604408341161889	3.7990039699377647	7.302991401082134	7.88169204558878	7.496607862754562	8.932855092404449	7.802622555982028	5.725363161548572	5.57624530079157	8.973628454386647	9.213055069518127	3.0926997951551005	6.060880912023916	5.102275325935059	5.762854720532645	-0.39238803867730887	-0.20644565458451147	4.691060958557961	4.388992818142111	-0.190311504663093	-0.1601971207983901	3.7750801232800733	3.9651709593114832	7.273095374660641	6.209856614419523	5.054524196894461	6.492508169522691	4.945202367122767
ASV_53_DG-II-Clade-23	4.598628268411129	5.166442390553549	3.912624604262736	1.687364742263414	7.980569337568842	6.8625302795678875	-0.7022259073929646	-0.48029100110001544	7.000020265277226	-0.7715634475565398	-0.7421674201618522	7.081405908186114	6.699331743077745	4.126129728461434	7.844303608164542	7.336062204854448	4.94217211617932	3.048717821462411	6.976776037649349	7.6989105928313215	6.558891833164319	5.457720684363591	4.73255778302916	5.074499989691283	4.197358666772451	6.202376167926735	5.509947180100375	5.465960438013581	4.906099704385937	-0.15723392396809466	4.163429482841926	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	2.9782497410697353	-0.190311504663093	-0.1601971207983901	1.1587935382886911	2.9305292034048147	6.86779745150622	6.63555727935048	5.549617831785633	5.498435189225842	-0.5231389253115939
ASV_91_DG-I-Clade-2	6.1136089032400065	6.075995312566905	5.761959067583122	5.554332205367238	4.979074900776271	4.840862061833144	5.963852914506053	6.962560309564898	4.9313965287554105	6.120200095012998	6.529536286725516	5.719719665544578	4.587329323867342	5.476174215292083	5.590064413956158	5.58404658839444	5.892271132779467	7.246215134411841	-0.36070134761559913	-0.4866208174049973	-0.4439999639656893	-0.3136103526789942	-0.5606824077657286	-0.7184643503755304	6.432267549807579	-0.3515025289235272	3.05062811837934	6.410577191838983	4.706293270013571	-0.15723392396809466	4.850330499925356	3.961012360500969	-0.20644565458451147	3.1096906637033417	4.388992818142111	-0.190311504663093	-0.1601971207983901	5.4476160212108065	4.603115761253589	4.430702485684511	4.0058480299513874	-0.6205398842371643	5.7211490544157355	5.5171593325193475
ASV_75_DG-III_X	3.696653999415264	4.665941412467818	4.205012588069722	1.0606717980059202	5.219496672019792	5.477927605055923	-0.7022259073929646	-0.48029100110001544	4.463429831123811	-0.7715634475565398	-0.7421674201618522	4.766913804582505	4.726461662524742	2.7067416967897397	5.658904580308638	5.173248845833039	4.272762074902121	4.265087217803484	-0.36070134761559913	2.640552942520083	-0.4439999639656893	3.8606681861085663	4.539478071401953	5.320692891519742	-0.4238924586585835	-0.3515025289235272	3.7298996577053423	4.372323863822639	3.5011192837092704	5.506006313010533	7.370278011119863	5.45503482078467	8.6716722495784	7.775287397938883	5.781307089921292	8.477727440423877	8.448521125919031	4.733154523978587	4.876507598546736	4.510303773838659	3.171822047623724	4.433338532954128	3.2433826233874052	-0.5231389253115939
ASV_110_DG-I-Clade-5	6.242600142656647	6.602166726615412	6.036943836516474	3.7352946676036973	4.741593203575138	5.7006203196884995	3.3304776549260504	-0.48029100110001544	3.8700226952344545	3.204268543525709	3.5482920209865387	3.353605347051702	4.301254440068506	-0.6311726177392298	3.941523474238438	5.154254013525883	5.75781981099752	5.972002652865423	-0.36070134761559913	4.109936438960703	6.818195178753646	-0.3136103526789942	2.629489554761877	6.61539777135548	5.078856527685192	4.53455393556541	3.950244826246914	7.260675064471214	5.3784147299853595	-0.15723392396809466	-0.22233264020083254	5.091661326368463	-0.20644565458451147	3.7853881160066365	5.190349289045895	-0.190311504663093	-0.1601971207983901	5.557396288850437	5.345268860261999	5.655301635928756	3.171822047623724	6.325016894032284	6.610202880047724	-0.5231389253115939
ASV_32_DG-I-Clade-5	4.801442268582969	4.172090121915518	-1.0131897178577116	4.1867868103775	8.934472598869576	9.352689539497261	1.2984204074262227	-0.48029100110001544	7.86931652490059	5.250388887251936	-0.7421674201618522	8.56034623857338	8.943101728732817	5.50596169247033	8.435026323727511	8.119019226894775	5.526052745829415	-0.7636926664411181	-0.36070134761559913	4.308771541429428	5.971832302873368	5.2353557318036135	5.155699883174078	7.358212862592714	4.6457590177300085	4.820346438396134	5.5898086282670585	5.632630747975329	2.5463751323204704	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	4.184968320589602	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	-0.7097656524008311	-0.8340206888868469	7.596276019309268	4.620251777993435	4.031060602156092	4.993913067513021	-0.5231389253115939
ASV_54_DG-II-Clade-30	6.299885217866451	6.7998881969533835	5.774215235680381	4.994576829370701	6.591784422012183	5.391121086658632	3.1666413586870448	-0.48029100110001544	6.2671715464425555	4.1481659233110335	-0.7421674201618522	5.623042022662146	5.807692746411674	7.001802577660573	7.314342037829459	6.354321863254087	6.519689318370444	4.821893293529503	-0.36070134761559913	-0.4866208174049973	6.036268602648768	-0.3136103526789942	5.155699883174078	5.074499989691283	-0.4238924586585835	5.3775275214351925	-0.5407749048233423	5.632630747975329	3.9805095882011345	-0.15723392396809466	-0.22233264020083254	5.699529401170947	3.942507478149097	-0.2543055358279762	6.0743674070266085	-0.190311504663093	-0.1601971207983901	5.7966646523853544	2.78023408840974	4.6526979407071956	4.138126105594055	6.866938027482885	-0.6447972929751646	-0.5231389253115939
ASV_43_DG-II-Clade-16	6.736823740352791	7.001170999401924	7.2674310507626405	3.974555496121722	5.757361121644355	6.323936821011584	3.1666413586870448	-0.48029100110001544	6.027740683185531	3.6672109192801985	-0.7421674201618522	5.496999344571562	5.648873555882378	7.934760093482601	6.15546895389674	5.376831775669942	4.714858713205855	7.010474758855345	-0.36070134761559913	-0.4866208174049973	-0.4439999639656893	-0.3136103526789942	4.942909189606682	3.9415237858818095	-0.4238924586585835	5.3775275214351925	-0.5407749048233423	-0.527884158917626	-0.6430263847283992	-0.15723392396809466	4.163429482841926	7.806435595062416	-0.20644565458451147	4.184968320589602	7.596633538680041	-0.190311504663093	-0.1601971207983901	6.985565165465019	5.5272450408680465	3.8957956020603532	4.0058480299513874	6.703149902992348	4.540487812475182	-0.5231389253115939
ASV_50_DG-I-Clade-5	5.518779961739595	5.507830306483443	4.628018886100581	2.5615542942621357	8.00723306681732	8.441919514658876	-0.7022259073929646	3.2289044725857803	6.506385348143203	-0.7715634475565398	-0.7421674201618522	7.13503595676658	7.367802709801993	3.381973885296609	7.85175527377739	7.701689230954498	6.418138139649793	4.178670826824153	-0.36070134761559913	4.308771541429428	7.48201429846724	-0.3136103526789942	4.299977116439307	6.428069454773083	2.9688991539011127	5.042354531732225	5.276952178889136	6.445229689260906	-0.6430263847283992	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	3.4363468477386334	-0.190311504663093	-0.1601971207983901	-0.7097656524008311	-0.8340206888868469	7.705450271142324	6.194125810221215	6.825412784141079	6.652733051022356	-0.5231389253115939
