OTU	Jan_B08_0001	Jan_B08_0020	Jan_B08_0500	Jan_B08_1000	Jan_B16_0001	Jan_B16_0020	Jan_B16_0500	Jan_B16_1000	Mar_M02_0001	Mar_M02_0320	Mar_M02_1000	Mar_M03_0001	Mar_M03_0020	Mar_M04_0001	Mar_M04_0020	Mar_M05_0020	Mar_M05_0120	Mar_M06_0020	Aug_P05_0001	Aug_P05_0020	Aug_P05_0213	Aug_P06_0001	Aug_P06_0024	Aug_P06_0500	Aug_P06_1000	Aug_P07_0001	Aug_P07_0025	Aug_P07_0500	Aug_P07_1000	May_P01_0001	May_P01_0020	May_P01_0417	May_P03_0001	May_P03_0015	May_P03_0447	May_P04_0001	May_P04_0015	May_P04_0500	May_P04_1000	Nov_N02_0020	Nov_N03_0020	Nov_N03_0300	Nov_N04_0020	Nov_N04_1000
ASV_194_DG-II-Clade-22	-0.8599722510326373	-0.8487320876930085	2.9941543102648955	-0.9904658835848537	3.973499229136256	3.0175090872975243	-0.7022259073929646	-0.48029100110001544	5.07611919717991	-0.7715634475565398	-0.7421674201618522	3.174885980451929	2.9970092655746026	4.2364508759469	5.6364803149833795	5.3296884233867505	-0.6604408341161889	-0.7636926664411181	4.54990706257889	3.7095019068983675	-0.4439999639656893	-0.3136103526789942	-0.5606824077657286	4.343828379919524	-0.4238924586585835	-0.3515025289235272	3.950244826246914	-0.527884158917626	-0.6430263847283992	6.19741636013741	6.4547432381471195	5.99743871767095	5.539240278673274	5.64218352122353	6.650748938374897	-0.190311504663093	6.325399792948429	4.256240569535654	3.8041044572835068	-0.7300837020726068	4.254933252005096	4.433338532954128	-0.6447972929751646	-0.5231389253115939
ASV_116_DG-II-Clade-16	4.0301224678333085	4.526783374008632	2.853846734284838	-0.9904658835848537	3.5727429009802787	5.328759301060515	-0.7022259073929646	-0.48029100110001544	4.177554887920408	-0.7715634475565398	-0.7421674201618522	3.6367663575390745	3.898995980795897	5.42976021547195	-0.4889634582744602	-0.713879995338381	-0.6604408341161889	-0.7636926664411181	-0.36070134761559913	5.642424801181915	7.213861451323652	4.546092477651614	3.5207712772072544	3.8093438474472663	3.8648148942957326	-0.3515025289235272	5.276952178889136	5.797389182336462	2.5463751323204704	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	5.382646602985039	-0.190311504663093	-0.1601971207983901	2.8128740879964322	1.114829662409882	4.144930982733794	6.040162340770682	5.332402817454871	4.374451090172554	-0.5231389253115939
ASV_15_DG-II-Clade-1	-0.8599722510326373	-0.8487320876930085	1.454919921396563	0.48849237873221796	-0.6893247144837726	-0.6172653014098604	1.5517056739554587	-0.48029100110001544	-0.7530699229463753	4.471558179265196	-0.7421674201618522	3.174885980451929	2.7171863402099703	-0.6311726177392298	-0.4889634582744602	-0.713879995338381	-0.6604408341161889	-0.7636926664411181	-0.36070134761559913	3.0312963735520277	6.354304046623533	3.8606681861085663	3.700275050211375	-0.7184643503755304	-0.4238924586585835	-0.3515025289235272	4.732569305645396	-0.527884158917626	-0.6430263847283992	7.959563323734807	8.455133385964581	5.560106561687598	8.957143418222529	7.6598143892980755	4.562113439758134	9.041967573085792	9.0178923516787	3.7750801232800733	2.9305292034048147	2.006993527794112	-0.5972986781347807	3.52657901964254	-0.6447972929751646	2.026566532930641
ASV_11_DG-I-Clade-4	4.187245275232171	4.68736192801715	2.9941543102648955	-0.9904658835848537	3.2897475397482667	3.2985718283404175	-0.7022259073929646	-0.48029100110001544	4.177554887920408	-0.7715634475565398	-0.7421674201618522	-0.6613683359999492	-0.746523490138113	-0.6311726177392298	-0.4889634582744602	-0.713879995338381	3.4609077088309697	6.4518384481724045	-0.36070134761559913	-0.4866208174049973	-0.4439999639656893	-0.3136103526789942	3.3018395699568863	6.043383078194033	6.915038094198979	-0.3515025289235272	4.283509292726752	3.772373088613598	-0.6430263847283992	-0.15723392396809466	4.163429482841926	-0.39238803867730887	-0.20644565458451147	3.7853881160066365	-0.4775372736518424	4.66763979755345	-0.1601971207983901	4.090453124686089	-0.8340206888868469	7.9114805934150745	9.75875848611218	6.8374541310200225	7.406146266604255	4.723112815944473
ASV_64_DG-II-Clade-15	4.364443618215641	3.886605333211998	4.298054863130671	1.0606717980059202	3.6889588056519713	-0.6172653014098604	3.471212188950485	3.9778932381845404	-0.7530699229463753	5.250388887251936	3.265165765070619	-0.6613683359999492	3.6782506861350033	-0.6311726177392298	-0.4889634582744602	-0.713879995338381	-0.6604408341161889	3.5784654936122067	-0.36070134761559913	-0.4866208174049973	-0.4439999639656893	-0.3136103526789942	1.9766824524868465	5.68287268856961	6.661237727964135	-0.3515025289235272	2.3846676438892196	6.631172888625554	8.343132916638154	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	5.0782825495978505	-0.190311504663093	3.4080451988647766	3.31182087557202	3.6120196866318315	4.249527708568442	-0.5972986781347807	4.211789840056846	5.74436639594136	5.126820639477344
ASV_38_DG-II-Clade-23	-0.8599722510326373	2.2650107944529996	2.2525803150802393	-0.9904658835848537	-0.6893247144837726	-0.6172653014098604	-0.7022259073929646	-0.48029100110001544	-0.7530699229463753	-0.7715634475565398	-0.7421674201618522	-0.6613683359999492	-0.746523490138113	-0.6311726177392298	-0.4889634582744602	-0.713879995338381	-0.6604408341161889	-0.7636926664411181	7.9169346594078975	8.381224644773802	6.521186475677576	7.212996838018493	6.577232268297301	4.257392385322212	5.135788496311293	8.053558421124839	7.8269349086955025	5.106030877556203	6.518457689554167	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	3.4055002258746097	3.459821250167307	5.702851262369398	7.3732226226364945	4.614595435951979	5.339740765539523	3.7510239613939644
ASV_77_DG-II-Clade-20	5.910790461364179	5.845139183421536	5.494994143389436	4.147791811330037	5.219496672019792	4.202836215074826	-0.7022259073929646	-0.48029100110001544	5.07611919717991	0.7294639540184278	-0.7421674201618522	4.037689870816048	-0.746523490138113	5.590343840186517	5.436295394976222	4.203257394449457	5.176712568743371	4.084074163256031	-0.36070134761559913	-0.4866208174049973	-0.4439999639656893	-0.3136103526789942	4.205441174230154	1.9262450913176004	-0.4238924586585835	6.564847999968066	-0.5407749048233423	3.373667617088702	-0.6430263847283992	-0.15723392396809466	-0.22233264020083254	4.964394041968785	-0.20644565458451147	-0.2543055358279762	3.987370336384271	-0.190311504663093	-0.1601971207983901	5.198561731701376	-0.8340206888868469	-0.7300837020726068	4.620251777993435	8.114305832134136	-0.6447972929751646	-0.5231389253115939
ASV_57_DG-II-Clade-3	-0.8599722510326373	-0.8487320876930085	-1.0131897178577116	-0.9904658835848537	-0.6893247144837726	-0.6172653014098604	-0.7022259073929646	-0.48029100110001544	-0.7530699229463753	-0.7715634475565398	-0.7421674201618522	-0.6613683359999492	-0.746523490138113	-0.6311726177392298	-0.4889634582744602	-0.713879995338381	-0.6604408341161889	-0.7636926664411181	7.73739907540004	5.642424801181915	-0.4439999639656893	6.485335202371649	4.539478071401953	-0.7184643503755304	2.9688991539011127	7.48919833182795	6.019829895450137	5.524658410339889	3.04058486600268	7.3489055640159915	7.041969988373328	6.104240535348422	6.230787910043447	5.909800456229663	5.528861267129113	6.800829686599806	7.271846849042422	4.779477846193392	3.914311065848466	-0.7300837020726068	-0.5972986781347807	-0.6205398842371643	-0.6447972929751646	2.026566532930641
ASV_106_DG-I-Clade-2	-0.8599722510326373	3.9327262016550746	-1.0131897178577116	4.537928981742944	6.347521705765738	6.6377914183190025	-0.7022259073929646	8.084927913901488	5.894371470866234	-0.7715634475565398	7.2953757649568445	6.478904463983864	6.8551178422776395	2.7067416967897397	6.785269111918078	6.810190014041221	5.64360719681532	3.7307560983394508	-0.36070134761559913	4.109936438960703	5.828983036538922	-0.3136103526789942	-0.5606824077657286	-0.7184643503755304	4.811845771588146	-0.3515025289235272	-0.5407749048233423	3.924584021349755	-0.6430263847283992	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	-0.7097656524008311	-0.8340206888868469	3.8957956020603532	2.777827075911828	-0.6205398842371643	-0.6447972929751646	-0.5231389253115939
ASV_68_DG-II-Clade-7	5.248575021509949	5.153229715571744	5.065838744646821	3.9506281203430156	5.575356668361324	4.202836215074826	-0.7022259073929646	-0.48029100110001544	6.154604955561653	2.985804945074017	-0.7421674201618522	6.832461373981211	6.018730546408531	7.0083568133777385	4.343011119540831	6.330949143554842	6.278734940545592	4.581753863887607	-0.36070134761559913	-0.4866208174049973	4.654563889376184	-0.3136103526789942	-0.5606824077657286	-0.7184643503755304	-0.4238924586585835	6.83031980256917	-0.5407749048233423	-0.527884158917626	-0.6430263847283992	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	-0.7097656524008311	-0.8340206888868469	3.8957956020603532	2.777827075911828	7.921613945972119	-0.6447972929751646	-0.5231389253115939
ASV_146_DG-II-Clade-13	3.052370807272017	3.9327262016550746	3.2772806156914607	0.48849237873221796	7.19321812418558	5.953996469185903	-0.7022259073929646	-0.48029100110001544	6.3903005745786565	-0.7715634475565398	-0.7421674201618522	6.964660392336284	6.492752794937041	3.9338124683982443	6.220769352376863	5.8836739998617436	6.730853340807588	2.898242853809437	4.328603817910792	4.214287795461053	-0.4439999639656893	3.8606681861085663	4.672247202548599	-0.7184643503755304	-0.4238924586585835	-0.3515025289235272	-0.5407749048233423	-0.527884158917626	-0.6430263847283992	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	-0.7097656524008311	1.114829662409882	6.575443157076869	4.138126105594055	-0.6205398842371643	5.767056901130533	-0.5231389253115939
ASV_67_DG-II-Clade-27	2.9739928464687058	4.059553015063903	3.22670803420832	3.420159412937524	7.379318585562558	6.2370133589135	2.6549015359676975	-0.48029100110001544	6.598696593599694	2.1424966060056363	-0.7421674201618522	7.4465721979393935	6.20284015025336	7.566832527694959	6.894148739920524	6.0533599358938615	4.4538823446936355	-0.7636926664411181	-0.36070134761559913	3.9934134218070136	-0.4439999639656893	-0.3136103526789942	3.9844236905956096	-0.7184643503755304	-0.4238924586585835	-0.3515025289235272	4.972632236218475	2.7005294394810058	2.161299008477865	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	4.044324839303733	-0.8340206888868469	4.344212535219861	-0.5972986781347807	-0.6205398842371643	-0.6447972929751646	-0.5231389253115939
ASV_143_DG-II_X	2.7959867059216137	2.935690290671216	2.775545865053491	3.9261141611805073	4.126300460673878	2.6251526279810413	1.9215485603787137	3.078828351127596	4.463429831123811	2.1424966060056363	4.964942844587024	4.44011574947282	4.159141353245804	5.890932379546542	4.56455924547702	4.251698923788622	5.14401997901727	-0.7636926664411181	-0.36070134761559913	-0.4866208174049973	-0.4439999639656893	-0.3136103526789942	1.9766824524868465	4.8521183807002295	-0.4238924586585835	-0.3515025289235272	-0.5407749048233423	-0.527884158917626	2.5463751323204704	-0.15723392396809466	-0.22233264020083254	4.0773651517563865	-0.20644565458451147	-0.2543055358279762	5.147017727975674	-0.190311504663093	-0.1601971207983901	4.98350697199403	4.678783183808085	2.6672252148929854	4.762629614880728	-0.6205398842371643	-0.6447972929751646	-0.5231389253115939
ASV_105_DG-I-Clade-2	5.574776847408994	5.450225071974663	5.78230334996912	-0.9904658835848537	-0.6893247144837726	4.202836215074826	-0.7022259073929646	-0.48029100110001544	-0.7530699229463753	-0.7715634475565398	-0.7421674201618522	-0.6613683359999492	2.7171863402099703	-0.6311726177392298	4.799602530353281	4.70114485844187	5.721179432624118	6.42832545251568	-0.36070134761559913	4.214287795461053	6.1538812461443095	-0.3136103526789942	-0.5606824077657286	5.91433093253923	-0.4238924586585835	-0.3515025289235272	4.130696434509316	6.755134791288738	-0.6430263847283992	-0.15723392396809466	4.163429482841926	-0.39238803867730887	3.942507478149097	5.0254978950460885	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	3.6431586664168236	-0.8340206888868469	3.7432760975480415	-0.5972986781347807	-0.6205398842371643	7.3570453009874	3.9713788881954297
ASV_136_DG-II-Clade-1	5.065020525936507	5.217613606372199	4.430969092859906	-0.9904658835848537	-0.6893247144837726	-0.6172653014098604	-0.7022259073929646	-0.48029100110001544	-0.7530699229463753	-0.7715634475565398	-0.7421674201618522	-0.6613683359999492	-0.746523490138113	-0.6311726177392298	-0.4889634582744602	-0.713879995338381	-0.6604408341161889	5.835417767273035	5.500874040711209	6.062889071567956	4.876485592802577	3.8606681861085663	4.843254283389939	4.497074217997829	-0.4238924586585835	5.223918399649391	6.441337045465732	4.805010817604647	3.815239006398759	-0.15723392396809466	-0.22233264020083254	4.707951047333211	-0.20644565458451147	-0.2543055358279762	4.896733673936259	-0.190311504663093	-0.1601971207983901	-0.7097656524008311	4.654191435593307	3.8957956020603532	4.540660684231343	5.0894972183590275	3.7738080840726216	-0.5231389253115939
ASV_45_DG-II-Clade-4	-0.8599722510326373	3.6174114503161805	3.5738274287254796	1.687364742263414	3.1111596009012477	-0.6172653014098604	-0.7022259073929646	-0.48029100110001544	-0.7530699229463753	-0.7715634475565398	-0.7421674201618522	-0.6613683359999492	2.3272566200944365	3.1002992082985568	-0.4889634582744602	-0.713879995338381	3.766727220039158	3.492636001887047	6.647550732047731	6.221284226608472	5.662271909872543	6.044121675100904	6.490293107515133	-0.7184643503755304	-0.4238924586585835	6.473970640312734	6.115011427921459	-0.527884158917626	-0.6430263847283992	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	4.469694903086564	3.5519093295339523	-0.190311504663093	4.994660332803597	3.891609192290458	-0.8340206888868469	5.9116396698160285	5.7405162656773845	4.36480159490801	-0.6447972929751646	-0.5231389253115939
ASV_102_DG-II-Clade-25	4.598628268411129	-0.8487320876930085	3.4573164821298255	-0.9904658835848537	7.940754817747842	5.22725687679862	-0.7022259073929646	-0.48029100110001544	5.807478026671138	-0.7715634475565398	-0.7421674201618522	6.129729525692628	8.01016430868378	3.6954854892551685	6.542333824070761	6.360080672767339	5.208370102442413	-0.7636926664411181	-0.36070134761559913	-0.4866208174049973	5.749097532547808	-0.3136103526789942	-0.5606824077657286	4.5657049234138665	4.551077101536181	-0.3515025289235272	-0.5407749048233423	7.508542764383831	-0.6430263847283992	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	5.030543414946034	-0.2543055358279762	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	2.8128740879964322	3.8041044572835068	4.6526979407071956	-0.5972986781347807	-0.6205398842371643	-0.6447972929751646	-0.5231389253115939
ASV_25_DG-I-Clade-1	-0.8599722510326373	-0.8487320876930085	-1.0131897178577116	-0.9904658835848537	-0.6893247144837726	3.0175090872975243	-0.7022259073929646	-0.48029100110001544	-0.7530699229463753	-0.7715634475565398	-0.7421674201618522	-0.6613683359999492	-0.746523490138113	-0.6311726177392298	-0.4889634582744602	-0.713879995338381	-0.6604408341161889	-0.7636926664411181	8.23656340329183	7.107084572374235	7.046893238686134	8.794033012633339	7.729368088854903	3.257798652806507	6.942671905053825	8.731780313392122	7.353787764821453	7.004443940225398	7.6919318003651505	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	3.6431586664168236	-0.8340206888868469	3.0614732457753586	5.097757736238616	4.557750273261747	-0.6447972929751646	4.8941310598393635
ASV_228_DG-I-Clade-5	4.187245275232171	4.843973980733854	-1.0131897178577116	3.5725732166805644	5.811344877906905	6.498135459172489	3.534787795072468	5.3881576954679815	5.202520786729151	-0.7715634475565398	3.4625251992291144	6.109133649349018	6.366698020055679	-0.6311726177392298	5.9787900682433	6.0533599358938615	5.827303416679832	-0.7636926664411181	-0.36070134761559913	-0.4866208174049973	-0.4439999639656893	-0.3136103526789942	-0.5606824077657286	-0.7184643503755304	6.154972700295371	-0.3515025289235272	-0.5407749048233423	-0.527884158917626	5.359413191054797	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	-0.7097656524008311	5.681148950366346	4.716949231696545	-0.5972986781347807	-0.6205398842371643	-0.6447972929751646	5.280468670282128
ASV_111_DG-II-Clade-17	-0.8599722510326373	-0.8487320876930085	-1.0131897178577116	-0.9904658835848537	1.5873852708143588	-0.6172653014098604	-0.7022259073929646	-0.48029100110001544	-0.7530699229463753	2.900913600565911	-0.7421674201618522	-0.6613683359999492	-0.746523490138113	-0.6311726177392298	-0.4889634582744602	-0.713879995338381	-0.6604408341161889	-0.7636926664411181	5.643595244910883	3.53018659315783	-0.4439999639656893	5.793302350898188	4.672247202548599	1.9262450913176004	-0.4238924586585835	6.520441301908341	5.732619388341002	2.7005294394810058	3.04058486600268	5.102275325935059	5.253704853450456	4.964394041968785	5.721028936637604	3.7853881160066365	5.004471833154399	4.66763979755345	6.42533797904415	4.462572029465361	3.0611591355479817	-0.7300837020726068	-0.5972986781347807	3.1289877814869147	3.593893832834115	2.4056518444896575
ASV_153_DG-II-Clade-6	4.234574340363588	4.421937007518733	4.102416989270069	-0.9904658835848537	5.008826288543677	3.6973734973659607	-0.7022259073929646	-0.48029100110001544	4.558246590191468	-0.7715634475565398	-0.7421674201618522	3.174885980451929	2.3272566200944365	4.976845073788401	4.628698512236621	3.413656647639465	3.698587433049565	-0.7636926664411181	3.6446077098728873	5.515967465622554	5.828983036538922	-0.3136103526789942	4.789436966197172	2.583233352919974	-0.4238924586585835	-0.3515025289235272	6.0920518291581045	3.373667617088702	-0.6430263847283992	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	2.6364394499197825	1.734094682555634	4.02810186471575	4.254933252005096	4.36480159490801	-0.6447972929751646	-0.5231389253115939
ASV_256_DG-II-Clade-10-and-11	4.343936481051181	4.68736192801715	4.080571458880054	1.8966705815820752	2.6151305919460643	2.6251526279810413	-0.7022259073929646	-0.48029100110001544	4.241641932814549	1.3044461946096906	-0.7421674201618522	4.493862513866315	2.9970092655746026	2.048489487993576	3.6578031070364583	3.297886902145124	4.6624651933744925	-0.7636926664411181	-0.36070134761559913	4.616719301257377	-0.4439999639656893	-0.3136103526789942	3.9844236905956096	2.976348984562936	-0.4238924586585835	4.820346438396134	4.416036143298549	-0.527884158917626	3.04058486600268	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	2.6364394499197825	-0.8340206888868469	4.5840332312567265	6.209856614419523	5.745954680201419	2.915070042907237	2.4056518444896575
ASV_182_DG-II-Clade-1	3.1928022779758702	2.8053996388399565	2.9264592834302094	1.4223283285738564	4.319025659887687	3.849612153530109	-0.7022259073929646	-0.48029100110001544	5.63832109168629	-0.7715634475565398	-0.7421674201618522	5.352747171120585	5.115968651371166	5.275998164168212	4.745815769494065	4.424935861982689	4.099779822460727	-0.7636926664411181	3.6446077098728873	3.3115355287401	-0.4439999639656893	3.8606681861085663	5.50754219565206	-0.7184643503755304	4.6457590177300085	6.564847999968066	5.765348376517062	-0.527884158917626	3.369850611669511	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	-0.7097656524008311	-0.8340206888868469	4.8342533670272205	-0.5972986781347807	-0.6205398842371643	2.915070042907237	-0.5231389253115939
ASV_82_DG-I-Clade-4	-0.8599722510326373	4.861932297640906	-1.0131897178577116	-0.9904658835848537	4.258818570697431	5.296056681781477	-0.7022259073929646	-0.48029100110001544	-0.7530699229463753	-0.7715634475565398	-0.7421674201618522	4.493862513866315	4.587329323867342	4.0021110966568285	-0.4889634582744602	5.095003729844097	5.2390561140504754	-0.7636926664411181	5.768467978072328	6.467877127009415	5.211559601331981	5.639522838330631	3.700275050211375	-0.7184643503755304	-0.4238924586585835	5.3775275214351925	5.886500629488242	-0.527884158917626	-0.6430263847283992	-0.15723392396809466	-0.22233264020083254	2.6125810571063273	-0.20644565458451147	-0.2543055358279762	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	-0.7097656524008311	-0.8340206888868469	4.6526979407071956	3.673375884393904	4.291219441624593	4.374451090172554	4.304654574038569
ASV_17_DG-II-Clade-14	-0.8599722510326373	-0.8487320876930085	-1.0131897178577116	-0.9904658835848537	2.6151305919460643	-0.6172653014098604	-0.7022259073929646	-0.48029100110001544	-0.7530699229463753	-0.7715634475565398	-0.7421674201618522	-0.6613683359999492	-0.746523490138113	-0.6311726177392298	-0.4889634582744602	-0.713879995338381	1.8266197601219343	-0.7636926664411181	8.362582262230806	10.092399210248033	6.036268602648768	7.177924752393672	7.772282587222724	5.074499989691283	4.811845771588146	6.069048265933316	7.9094781047530915	4.680491476275564	5.0200893339895725	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	4.256240569535654	5.19767897843669	3.0614732457753586	-0.5972986781347807	2.849118065195915	4.2798016413023525	3.9031835603981886
ASV_117_DG-II_X	5.094794902851788	4.7687307430892965	4.205012588069722	1.687364742263414	2.8935904685956686	-0.6172653014098604	-0.7022259073929646	-0.48029100110001544	3.9562152060284976	2.808141541167039	-0.7421674201618522	-0.6613683359999492	1.67931796779086	-0.6311726177392298	-0.4889634582744602	4.5725466252479565	4.311705696035251	4.51954118994506	-0.36070134761559913	3.3115355287401	5.902956243006812	-0.3136103526789942	-0.5606824077657286	7.747184012381645	-0.4238924586585835	4.820346438396134	-0.5407749048233423	6.532163002243613	-0.6430263847283992	-0.15723392396809466	-0.22233264020083254	5.337612636343008	-0.20644565458451147	-0.2543055358279762	5.963309686556427	-0.190311504663093	-0.1601971207983901	3.7750801232800733	-0.8340206888868469	4.344212535219861	2.1183214348921986	6.126777302156825	-0.6447972929751646	-0.5231389253115939
ASV_254_DG-I-Clade-5	5.6104386192571765	5.717474681151435	4.970757578695079	4.167479375055835	-0.6893247144837726	3.5177226467337483	3.7794468163819372	5.321661285125704	-0.7530699229463753	4.040786402910676	1.822781937299684	-0.6613683359999492	2.3272566200944365	-0.6311726177392298	-0.4889634582744602	-0.713879995338381	3.01814995185409	6.137717746773271	-0.36070134761559913	-0.4866208174049973	-0.4439999639656893	-0.3136103526789942	-0.5606824077657286	-0.7184643503755304	6.1347983481916994	-0.3515025289235272	-0.5407749048233423	4.0566581304391125	5.359413191054797	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	3.655489845037704	-0.190311504663093	-0.1601971207983901	3.570040137224395	5.932134256786914	4.510303773838659	-0.5972986781347807	-0.6205398842371643	5.5828184024285985	6.551259994298956
ASV_162_DG-II-Clade-26	-0.8599722510326373	-0.8487320876930085	-1.0131897178577116	-0.9904658835848537	2.227858584730452	-0.6172653014098604	-0.7022259073929646	-0.48029100110001544	-0.7530699229463753	-0.7715634475565398	-0.7421674201618522	-0.6613683359999492	-0.746523490138113	-0.6311726177392298	-0.4889634582744602	-0.713879995338381	-0.6604408341161889	-0.7636926664411181	6.3016486548431505	3.8614997235967685	-0.4439999639656893	3.8606681861085663	4.608064475742778	-0.7184643503755304	-0.4238924586585835	5.628119415804009	6.647777989581405	-0.527884158917626	2.5463751323204704	4.414312538097452	5.253704853450456	5.560106561687598	4.627732900080437	5.38064364078529	4.709639802951626	5.070512756087426	5.779964744557121	3.835041076280297	2.388147582267143	4.144930982733794	3.8533659996979353	1.810900115039681	3.9262357049703898	2.4056518444896575
ASV_243_DG-II-Clade-10-and-11	-0.8599722510326373	3.886605333211998	2.6905891204228265	2.345551851764961	5.771132720678174	4.669810522454014	2.3025404306884774	-0.48029100110001544	5.178486435900903	3.746344721341327	-0.7421674201618522	6.449728791559986	5.226894857780586	4.621741038436902	6.041216317163908	5.0101126217491165	4.94217211617932	-0.7636926664411181	-0.36070134761559913	3.9934134218070136	-0.4439999639656893	-0.3136103526789942	4.299977116439307	4.058254426330115	3.363096112005497	-0.3515025289235272	-0.5407749048233423	3.0926997951551005	2.161299008477865	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	-0.4775372736518424	-0.190311504663093	-0.1601971207983901	-0.7097656524008311	-0.8340206888868469	4.430702485684511	-0.5972986781347807	5.018283598324886	-0.6447972929751646	-0.5231389253115939
ASV_133_DG-II-Clade-22	5.7156442639898355	4.947183084061467	3.742134075203605	-0.9904658835848537	4.850339385212267	3.849612153530109	2.1909320837195843	-0.48029100110001544	7.759566746018303	-0.7715634475565398	-0.7421674201618522	5.901758969231678	5.500720590781543	5.85017165691144	6.86801992757818	6.718223155467131	5.930831943113543	4.797887239005117	-0.36070134761559913	-0.4866208174049973	-0.4439999639656893	-0.3136103526789942	3.8524081550494405	-0.7184643503755304	-0.4238924586585835	-0.3515025289235272	-0.5407749048233423	-0.527884158917626	-0.6430263847283992	-0.15723392396809466	-0.22233264020083254	-0.39238803867730887	-0.20644565458451147	3.1096906637033417	4.4351627708116945	-0.190311504663093	-0.1601971207983901	3.891609192290458	-0.8340206888868469	4.939230597227138	-0.5972986781347807	-0.6205398842371643	-0.6447972929751646	-0.5231389253115939
ASV_319_DG-I-Clade-5	5.741584007542415	5.845139183421536	5.516240147965727	-0.9904658835848537	4.702547638055648	5.22725687679862	-0.7022259073929646	-0.48029100110001544	3.8700226952344545	-0.7715634475565398	-0.7421674201618522	3.353605347051702	4.301254440068506	4.1828108757810725	-0.4889634582744602	3.7764082989931698	-0.6604408341161889	5.034745681365965	-0.36070134761559913	-0.4866208174049973	4.654563889376184	-0.3136103526789942	-0.5606824077657286	3.656992270113488	-0.4238924586585835	-0.3515025289235272	3.7298996577053423	4.458714628757989	-0.6430263847283992	-0.15723392396809466	4.163429482841926	-0.39238803867730887	-0.20644565458451147	-0.2543055358279762	3.1552970041206994	-0.190311504663093	-0.1601971207983901	4.256240569535654	-0.8340206888868469	4.716949231696545	3.453719335102142	-0.6205398842371643	5.322393186349458	-0.5231389253115939
ASV_140_DG-II_X	-0.8599722510326373	-0.8487320876930085	-1.0131897178577116	-0.9904658835848537	3.973499229136256	3.5177226467337483	-0.7022259073929646	-0.48029100110001544	3.6715323704121356	-0.7715634475565398	-0.7421674201618522	2.957121501090622	-0.746523490138113	3.6954854892551685	4.945517268049579	5.0744469568934765	-0.6604408341161889	-0.7636926664411181	5.134413685487248	6.298154802923269	6.036268602648768	-0.3136103526789942	4.894322610698772	4.257392385322212	-0.4238924586585835	4.53455393556541	5.6274683859218255	-0.527884158917626	3.04058486600268	-0.15723392396809466	4.850330499925356	-0.39238803867730887	4.627732900080437	5.0254978950460885	-0.4775372736518424	-0.190311504663093	5.329482264793808	-0.7097656524008311	1.114829662409882	-0.7300837020726068	-0.5972986781347807	7.4027908877682265	-0.6447972929751646	-0.5231389253115939
